image_idx,cataract,diabetic_retinopathy,glaucoma,normal,retina_disease,real_label
0,0.28574523,0.55432016,0.06839766,0.037012763,0.054524243,0
1,0.9551346,0.011790472,0.016027898,0.0060093547,0.011037673,0
2,0.9301529,0.0190677,0.016347634,0.018316498,0.016115323,0
3,0.9159474,0.0229987,0.022267535,0.023345321,0.015441102,0
4,0.9277712,0.019270916,0.017952323,0.020713001,0.014292582,0
5,0.92349213,0.016859433,0.025538405,0.016706254,0.017403666,0
6,0.9345339,0.016466467,0.01914508,0.013632215,0.01622231,0
7,0.7898683,0.08704679,0.0240214,0.083201595,0.01586186,0
8,0.48075873,0.4692648,0.013472534,0.022652179,0.013851725,0
9,0.9391081,0.015142843,0.016478581,0.014527336,0.014743129,0
10,0.9286217,0.011102179,0.04757395,0.006443103,0.0062591136,0
11,0.92846024,0.015127241,0.025503565,0.0132212285,0.0176878,0
12,0.8156331,0.026092207,0.121240355,0.016709842,0.020324472,0
13,0.929141,0.014105163,0.022289095,0.016442863,0.01802192,0
14,0.795194,0.07232117,0.024076054,0.09629962,0.012109185,0
15,0.93501824,0.019349724,0.015991652,0.015871236,0.013769181,0
16,0.78597826,0.12943934,0.0167707,0.017631002,0.050180744,0
17,0.8620806,0.07876628,0.009685322,0.03994256,0.009525232,0
18,0.85449374,0.086813115,0.02087503,0.021075437,0.016742682,0
19,0.85557014,0.076516315,0.017848378,0.037150744,0.012914361,0
20,0.73368615,0.16655092,0.035455108,0.051680814,0.012627012,0
21,0.84303284,0.114005506,0.014152886,0.01600415,0.012804669,0
22,0.94666445,0.013619973,0.013114071,0.010062657,0.016538931,0
23,0.9266822,0.018343301,0.01986927,0.0194264,0.015678788,0
24,0.5825198,0.18671405,0.0848014,0.1359029,0.010061842,0
25,0.9114818,0.019036887,0.02748142,0.025329605,0.016670289,0
26,0.94009936,0.018049406,0.019539524,0.008911318,0.013400375,0
27,0.8972649,0.04303473,0.02420384,0.02313958,0.012356888,0
28,0.920485,0.01886116,0.022013692,0.022528207,0.016112002,0
29,0.92151016,0.022037158,0.01835734,0.023762496,0.014332908,0
30,0.9188741,0.029554231,0.023205435,0.015223357,0.013142909,0
31,0.90353835,0.030954927,0.03705569,0.014427751,0.014023309,0
32,0.93821615,0.017735733,0.021467501,0.013093702,0.00948695,0
33,0.5022535,0.052274566,0.29555884,0.124529384,0.025383756,0
34,0.9199376,0.025646446,0.01923515,0.020487238,0.014693499,0
35,0.66321754,0.10170831,0.06207214,0.15971604,0.013286024,0
36,0.92790824,0.02037072,0.01611419,0.020788183,0.0148186935,0
37,0.92741776,0.018460248,0.021448594,0.016244471,0.016428938,0
38,0.93243736,0.021811066,0.015902499,0.016410073,0.013439043,0
39,0.912702,0.016366005,0.039020468,0.0061043557,0.025807181,0
40,0.92972547,0.022979861,0.014523961,0.020036845,0.012733842,0
41,0.83540195,0.06194036,0.05364796,0.03532396,0.013685832,0
42,0.9273899,0.020099724,0.021473287,0.016996192,0.014040902,0
43,0.90520155,0.047213126,0.019892693,0.014044336,0.013648291,0
44,0.952706,0.014341645,0.014708537,0.0053462754,0.01289756,0
45,0.69540435,0.23843916,0.026465679,0.028033001,0.011657871,0
46,0.94667226,0.019079277,0.009982029,0.009811488,0.014454964,0
47,0.91890347,0.02013447,0.025076354,0.020319773,0.015565964,0
48,0.9244949,0.019834422,0.018368937,0.021782989,0.015518777,0
49,0.92552453,0.018102387,0.012153822,0.0071262084,0.037093073,0
50,0.8890222,0.01615507,0.0557809,0.0196645,0.019377353,0
51,0.9392207,0.020448728,0.015206778,0.012381171,0.01274266,0
52,0.77456564,0.1572298,0.021744704,0.033934694,0.012525186,0
53,0.9228611,0.03007041,0.015000253,0.01928409,0.012784146,0
54,0.8461086,0.059118237,0.027472435,0.055054743,0.012245962,0
55,0.93400633,0.020403458,0.015725723,0.015284744,0.014579775,0
56,0.91669077,0.015562506,0.029509753,0.020414216,0.017822845,0
57,0.94876236,0.017947182,0.009314435,0.009431616,0.014544408,0
58,0.93674433,0.024086742,0.014782885,0.011794281,0.012591849,0
59,0.90009445,0.022378307,0.021334577,0.04038692,0.015805727,0
60,0.92964184,0.01640445,0.020830644,0.015619973,0.017503118,0
61,0.79803973,0.13319106,0.027696595,0.027160158,0.013912457,0
62,0.9223563,0.024487441,0.021674333,0.0168708,0.0146110505,0
63,0.9166778,0.019624995,0.026967345,0.020130668,0.016599199,0
64,0.6933791,0.23756002,0.023301912,0.033734675,0.012024286,0
65,0.8594987,0.07143053,0.017247736,0.04008795,0.011735127,0
66,0.91966003,0.022710782,0.02790393,0.01548548,0.014239787,0
67,0.91863596,0.013484259,0.03062637,0.019516284,0.017737119,0
68,0.9289652,0.01628667,0.032606073,0.010885389,0.011256632,0
69,0.48712474,0.016840382,0.42301607,0.045839604,0.027179262,0
70,0.91232795,0.029526858,0.02346806,0.019872865,0.014804273,0
71,0.60771513,0.18991414,0.050873477,0.14006002,0.0114372,0
72,0.9328433,0.021427538,0.018725866,0.01284268,0.01416064,0
73,0.92274773,0.02362192,0.018576296,0.019491976,0.0155620305,0
74,0.93449384,0.02735127,0.012818262,0.013206417,0.012130202,0
75,0.93902665,0.019139333,0.013728608,0.014846652,0.013258788,0
76,0.80035156,0.13363232,0.027398784,0.026298484,0.012318881,0
77,0.9307321,0.022030136,0.016412219,0.017118545,0.013706962,0
78,0.0587911,0.856815,0.026089361,0.039906595,0.018397972,0
79,0.91520894,0.019541489,0.025348363,0.02442829,0.015472965,0
80,0.9303879,0.021151297,0.010684798,0.013202409,0.024573639,0
81,0.6834256,0.21738087,0.03280565,0.04681914,0.019568691,0
82,0.7645735,0.16473004,0.028612101,0.031574365,0.0105099445,0
83,0.116698585,0.14054208,0.21602826,0.5154343,0.01129675,0
84,0.9343292,0.019468948,0.022154367,0.0101230545,0.013924362,0
85,0.93481505,0.017384367,0.01866528,0.01400886,0.015126464,0
86,0.6184064,0.1949234,0.05822551,0.11493204,0.013512629,0
87,0.83572465,0.06149848,0.0583128,0.029442692,0.015021418,0
88,0.7716438,0.17028399,0.0190742,0.02919111,0.009806956,0
89,0.92736834,0.016719235,0.026965588,0.012163247,0.016783569,0
90,0.93018943,0.019861197,0.015205281,0.019604502,0.01513953,0
91,0.73504776,0.1476675,0.033180546,0.07061225,0.013491956,0
92,0.9159727,0.016847702,0.02908801,0.020130241,0.017961336,0
