image_idx,cataract,diabetic_retinopathy,glaucoma,normal,retina_disease,real_label
0,0.6611361,0.18525878,0.032190565,0.040091675,0.081322886,0
1,0.87020075,0.014960015,0.036928516,0.0147672165,0.0631435,0
2,0.93814486,0.017494721,0.02044732,0.008544996,0.015368062,0
3,0.9266038,0.026040822,0.019770177,0.013397588,0.014187636,0
4,0.7982866,0.021486737,0.10631242,0.058224965,0.0156893,0
5,0.9240738,0.02259006,0.024622114,0.014910372,0.013803624,0
6,0.9027279,0.025927424,0.037215855,0.018215394,0.015913403,0
7,0.88129395,0.06156912,0.013552802,0.02856541,0.015018783,0
8,0.19365703,0.71028227,0.03660443,0.04631019,0.01314609,0
9,0.91153157,0.026873207,0.034298286,0.014717506,0.012579443,0
10,0.68478674,0.013001782,0.26169908,0.030760223,0.009752188,0
11,0.9393326,0.009825579,0.032185066,0.0076593617,0.01099744,0
12,0.42799655,0.022649502,0.500612,0.030614434,0.01812754,0
13,0.926019,0.020132165,0.027362892,0.012435988,0.014049954,0
14,0.8412987,0.06915744,0.012232644,0.067296065,0.010015198,0
15,0.91529447,0.029625345,0.028101955,0.014273467,0.012704717,0
16,0.8886612,0.055433106,0.015199251,0.01564,0.0250665,0
17,0.85829526,0.07992422,0.007671062,0.041984104,0.012125383,0
18,0.8926104,0.056038756,0.013509114,0.013103974,0.02473777,0
19,0.8419556,0.094389096,0.013785866,0.038437765,0.011431731,0
20,0.6109748,0.23098564,0.050440677,0.093118645,0.014480296,0
21,0.7633255,0.13431595,0.048082728,0.03923282,0.015042985,0
22,0.9466201,0.017581103,0.011422675,0.012145991,0.012230092,0
23,0.95111257,0.016775684,0.011953837,0.007974749,0.01218317,0
24,0.7661221,0.11747982,0.048809268,0.052206494,0.015382329,0
25,0.91491747,0.014051223,0.04148183,0.013719237,0.015830284,0
26,0.9330026,0.01913063,0.023181876,0.011548351,0.013136585,0
27,0.85500604,0.046901986,0.038356036,0.047041085,0.0126948375,0
28,0.9481185,0.016539952,0.0124909915,0.00899761,0.013852957,0
29,0.9280003,0.017486561,0.029769046,0.012294683,0.012449426,0
30,0.9227466,0.026836101,0.023408275,0.015026549,0.01198247,0
31,0.9085081,0.034474954,0.03404003,0.011803646,0.011173313,0
32,0.9022805,0.040794678,0.019642755,0.026945129,0.010336961,0
33,0.60700744,0.032472994,0.25693804,0.088860445,0.014721097,0
34,0.9381594,0.017420828,0.017830862,0.012513521,0.014075411,0
35,0.8679709,0.069379166,0.017948577,0.033184823,0.011516576,0
36,0.9473214,0.01830181,0.011775956,0.009376925,0.013223866,0
37,0.91690713,0.017829482,0.03754114,0.013259763,0.014462403,0
38,0.9316972,0.018576866,0.022204213,0.0142467795,0.013274963,0
39,0.04990895,0.07342652,0.024732366,0.01863098,0.8333012,0
40,0.92047703,0.031609997,0.025464812,0.013600699,0.008847545,0
41,0.86839896,0.08022392,0.014199682,0.016285738,0.020891711,0
42,0.90590876,0.02395249,0.03603614,0.018627439,0.015475116,0
43,0.9186129,0.030997923,0.022742765,0.015514314,0.012132159,0
44,0.3690585,0.024923077,0.030041156,0.011977293,0.564,0
