image_idx,cataract,diabetic_retinopathy,glaucoma,normal,retina_disease,real_label
0,0.52713764,0.2824296,0.1002836,0.057792794,0.03235644,0
1,0.13163438,0.678469,0.12947135,0.021380015,0.039045252,0
2,0.533067,0.010081981,0.44559675,0.0032143542,0.008039961,0
3,0.990822,3.2456814e-05,0.008118877,0.0010193277,7.2858843e-06,0
4,0.34065738,9.1874135e-05,0.65424454,0.0049444325,6.174484e-05,0
5,0.98283434,2.0923335e-06,0.017037641,0.00012403287,1.9245758e-06,0
6,0.9831084,2.7329038e-06,0.016673433,0.00021321191,2.2347235e-06,0
7,0.7345976,0.17501035,0.030711208,0.056779075,0.0029017557,0
8,0.056967936,0.59210724,0.11651604,0.21866563,0.015743174,0
9,0.860195,1.0675732e-05,0.13914445,0.00063641847,1.3477518e-05,0
