image_idx,cataract,diabetic_retinopathy,glaucoma,normal,retina_disease,real_label
0,0.30245435,0.15075116,0.26011443,0.08349394,0.20318614,0
1,0.12438109,0.1884514,0.27673432,0.067534946,0.34289825,0
2,0.1989464,0.17624895,0.28421527,0.06667157,0.27391782,0
3,0.46513638,0.15193413,0.22413373,0.09039875,0.06839702,0
4,0.12479448,0.52467173,0.10832018,0.13801773,0.104195915,0
5,0.44270316,0.18710642,0.18622367,0.098801084,0.08516572,0
6,0.16733883,0.31240746,0.30597863,0.12844646,0.08582859,0
7,0.4443802,0.13234815,0.23408197,0.101783924,0.087405816,0
8,0.08070078,0.53026116,0.18792135,0.1520902,0.049026534,0
9,0.10482892,0.33223242,0.31191236,0.19348149,0.057544857,0
