image_idx,cataract,diabetic_retinopathy,glaucoma,normal,retina_disease,real_label
0,0.33315393,0.45746288,0.10918707,0.08305179,0.01714432,0
1,0.317373,0.12115841,0.44238064,0.06317762,0.055910286,0
2,0.82610714,0.055869367,0.07755763,0.01837582,0.02209005,0
3,0.92447656,0.021612054,0.023564776,0.012040727,0.018305901,0
4,0.6024194,0.13153204,0.11753768,0.13309215,0.015418763,0
5,0.9297798,0.020082712,0.022849737,0.011628819,0.015658861,0
6,0.85869884,0.053504866,0.03438829,0.03906358,0.014344441,0
7,0.79541713,0.07734657,0.06713466,0.03801587,0.022085821,0
8,0.1150858,0.7099927,0.06768337,0.097758345,0.009479775,0
9,0.6213321,0.052907962,0.26373357,0.053009655,0.009016757,0
