image_idx,cataract,diabetic_retinopathy,glaucoma,normal,retina_disease,real_label
0,0.7040229,0.07706362,0.0439589,0.074000664,0.10095396,0
1,0.24552386,0.04409347,0.04295165,0.042601272,0.62482977,0
2,0.8998031,0.013162094,0.060484897,0.014854132,0.011695848,0
3,0.95205814,0.013318322,0.01546258,0.017524568,0.0016362902,0
4,0.36312255,0.039754357,0.49992567,0.08138041,0.015817015,0
5,0.93632,0.02037306,0.019283636,0.021104112,0.0029191107,0
6,0.93218535,0.022777516,0.020842457,0.021062354,0.0031322308,0
7,0.8586211,0.0653411,0.021396246,0.0504391,0.0042024194,0
8,0.057392437,0.6480846,0.025369693,0.21115111,0.058002222,0
9,0.72767484,0.037988592,0.18004104,0.050852176,0.0034434148,0
10,0.33660775,0.08635427,0.08474253,0.07559201,0.41670343,0
11,0.40616012,0.02298901,0.5072946,0.040303312,0.02325298,0
12,0.68292004,0.04389527,0.19590856,0.07218358,0.005092562,0
13,0.9286031,0.014703712,0.03976568,0.014365894,0.0025616682,0
14,0.73681754,0.06731948,0.04835861,0.12913778,0.018366547,0
15,0.8730154,0.02234855,0.07331745,0.027059555,0.004258953,0
16,0.9422065,0.014258089,0.00901434,0.011913456,0.02260766,0
17,0.55151963,0.1533122,0.05817606,0.20679104,0.030201057,0
18,0.9525892,0.014889875,0.0069358647,0.011601991,0.013983068,0
19,0.81647176,0.041122075,0.03411926,0.073595814,0.034691054,0
20,0.86528933,0.058226373,0.015860206,0.0523234,0.008300587,0
21,0.7754987,0.1001059,0.030552486,0.08454597,0.009296932,0
22,0.7223343,0.016427739,0.2260377,0.033768643,0.0014316085,0
23,0.86572,0.011461502,0.100110926,0.01472431,0.007983206,0
24,0.9267461,0.037125602,0.008632555,0.023326665,0.0041691163,0
25,0.94414866,0.014663932,0.020617414,0.01784493,0.0027251022,0
26,0.9260546,0.018638588,0.0314898,0.020668617,0.0031484284,0
27,0.74344635,0.054240238,0.04237922,0.06703642,0.09289773,0
28,0.8720309,0.01287536,0.09278717,0.017373476,0.004932992,0
29,0.8235284,0.023562884,0.12240253,0.02307761,0.0074286372,0
30,0.92915213,0.025041167,0.020514015,0.023373043,0.0019196778,0
31,0.90877926,0.032674294,0.024797905,0.030806858,0.0029416808,0
32,0.8626508,0.03541739,0.028242344,0.0375629,0.03612656,0
33,0.23009793,0.03719633,0.6442547,0.07974179,0.008709212,0
34,0.9704242,0.007113624,0.010892462,0.009813676,0.0017560119,0
35,0.6897187,0.09286525,0.058155894,0.14967957,0.009580572,0
36,0.8611442,0.01378194,0.09680071,0.019750722,0.008522487,0
37,0.94605476,0.02090049,0.01519715,0.015216802,0.0026307697,0
38,0.95339245,0.0130608175,0.017769111,0.013326486,0.0024512184,0
39,0.016002055,0.055466928,0.022029277,0.015484299,0.89101744,0
40,0.8087532,0.06131624,0.07617241,0.05143273,0.002325401,0
41,0.9313049,0.021918831,0.009963938,0.018937163,0.017875215,0
42,0.9339777,0.026704097,0.014422642,0.021108558,0.0037869953,0
43,0.8995363,0.039090548,0.022873957,0.032733474,0.0057657035,0
44,0.015092014,0.035249457,0.008503354,0.008406563,0.93274873,0
45,0.7093565,0.124743104,0.037505504,0.116594814,0.011800042,0
46,0.43799886,0.06581791,0.043683592,0.064678274,0.3878214,0
47,0.9416647,0.020906039,0.015585153,0.019707045,0.0021370717,0
48,0.81541616,0.009874665,0.15088515,0.01592942,0.0078946715,0
49,0.035089027,0.10280909,0.014238998,0.026827151,0.8210358,0
50,0.9350595,0.012737251,0.0315963,0.018900484,0.0017065291,0
51,0.9303476,0.018300964,0.030037826,0.018850086,0.002463449,0
52,0.8363123,0.07563772,0.022323843,0.05900791,0.006718293,0
53,0.7731275,0.04900476,0.04478783,0.057828672,0.075251244,0
54,0.7322096,0.12625667,0.037189394,0.09562359,0.008720725,0
55,0.8583258,0.011260719,0.106787615,0.022045152,0.0015807102,0
56,0.9219622,0.009259516,0.051492672,0.015540465,0.0017451523,0
57,0.1436867,0.079882056,0.029420072,0.035568457,0.71144277,0
58,0.93121856,0.01935935,0.026474465,0.019713854,0.003233817,0
59,0.24220765,0.05278457,0.5917558,0.09970268,0.013549278,0
60,0.61337113,0.0241542,0.29495803,0.025945712,0.041570943,0
61,0.87851423,0.035333224,0.022091692,0.055113442,0.008947483,0
62,0.9534685,0.015588996,0.011653556,0.017002663,0.0022863178,0
63,0.9477894,0.013101523,0.019407244,0.017112356,0.0025894635,0
64,0.85342354,0.065844044,0.0263133,0.04564323,0.008775926,0
65,0.8823315,0.052329488,0.01534168,0.045230575,0.004766812,0
66,0.91516536,0.02475843,0.032782253,0.02446772,0.002826317,0
67,0.8585127,0.023830837,0.08346548,0.031956747,0.0022342652,0
68,0.10124049,0.05006298,0.055992484,0.04410891,0.7485952,0
69,0.10710619,0.019245515,0.8005757,0.059810963,0.013261685,0
70,0.9408161,0.025228953,0.011624605,0.018849848,0.0034804742,0
71,0.08392063,0.27933034,0.12420807,0.4756744,0.036866575,0
72,0.9414728,0.012084776,0.03148308,0.013896381,0.0010629746,0
73,0.9267837,0.01325564,0.039144278,0.016896969,0.0039194496,0
74,0.9192838,0.035771422,0.018057141,0.023778213,0.0031094642,0
75,0.93079585,0.017955115,0.02548932,0.023582542,0.0021771728,0
76,0.8404946,0.084112346,0.013424525,0.053673405,0.0082951365,0
77,0.94362956,0.0175745,0.01970773,0.01698283,0.002105399,0
78,0.008863806,0.85141927,0.015174952,0.101466335,0.02307569,0
79,0.9034597,0.03470444,0.0283375,0.031277124,0.002221243,0
80,0.38727102,0.07323722,0.040243663,0.044859827,0.45438823,0
81,0.9150891,0.02995032,0.0128207235,0.036115322,0.0060245576,0
82,0.88047373,0.051231623,0.01617868,0.046935517,0.0051804916,0
83,0.321869,0.1740882,0.14761923,0.32043576,0.035987817,0
84,0.93309706,0.014795658,0.030014912,0.019115241,0.002977181,0
85,0.9524374,0.010600778,0.020577326,0.012834388,0.0035501309,0
86,0.6152664,0.1466616,0.0724437,0.14893435,0.016693959,0
87,0.9206829,0.025364235,0.024542473,0.027439708,0.0019707181,0
88,0.7269605,0.117963664,0.038720746,0.09045347,0.025901753,0
89,0.85295767,0.021760002,0.09110656,0.030619157,0.003556671,0
90,0.8151186,0.018479409,0.13268581,0.023902768,0.009813336,0
91,0.8934625,0.040005185,0.014321983,0.045222085,0.0069882483,0
92,0.9282794,0.007138923,0.04681429,0.015289825,0.0024776065,0
93,0.7025629,0.042071365,0.19786109,0.054342415,0.0031622667,0
94,0.9359652,0.018107373,0.018098352,0.025294175,0.0025348768,0
95,0.6435919,0.14746962,0.051429328,0.13302246,0.024486776,0
96,0.2250082,0.057373554,0.59712136,0.10450584,0.015991082,0
97,0.7727903,0.067284554,0.04917104,0.097232245,0.013521904,0
98,0.27308017,0.04245713,0.5851025,0.08707332,0.012287004,0
99,0.925402,0.0117123835,0.04097268,0.020062653,0.0018502958,0
100,0.8626508,0.03541739,0.028242344,0.0375629,0.03612656,0
101,0.23009793,0.03719633,0.6442547,0.07974179,0.008709212,0
102,0.036556747,0.56590027,0.023858964,0.1264065,0.24727754,0
103,0.3396104,0.1348186,0.21348691,0.30232403,0.009760092,0
104,0.3447121,0.06576751,0.503593,0.08194118,0.003986196,0
105,0.95546925,0.015270093,0.010376632,0.016059887,0.0028241717,0
106,0.29063222,0.016933838,0.6354824,0.053206462,0.0037451745,0
107,0.9375963,0.016852139,0.0069816373,0.0104433,0.02812667,0
108,0.081861734,0.3416718,0.10231518,0.3729955,0.10115581,0
109,0.9313049,0.021918831,0.009963938,0.018937163,0.017875215,0
110,0.91861945,0.025801882,0.027892424,0.02381337,0.0038728365,0
111,0.9529859,0.011174965,0.017736977,0.013172671,0.004929524,0
112,0.015092014,0.035249457,0.008503354,0.008406563,0.93274873,0
113,0.7093565,0.124743104,0.037505504,0.116594814,0.011800042,0
114,0.07214816,0.051664304,0.037137482,0.044971306,0.79407877,0
115,0.80437577,0.010625274,0.13569963,0.014624881,0.034674454,0
116,0.918395,0.027073095,0.028098075,0.024407469,0.0020264308,0
117,0.047789175,0.5073904,0.05276915,0.3809492,0.011102164,0
118,0.07376766,0.26078978,0.10372057,0.5033092,0.058412798,0
119,0.94123185,0.015155534,0.024197081,0.016506044,0.002909515,0
120,0.7731275,0.04900476,0.04478783,0.057828672,0.075251244,0
121,0.7322096,0.12625667,0.037189394,0.09562359,0.008720725,0
122,0.03255832,0.14821418,0.031844974,0.038434282,0.7489483,0
123,0.8583258,0.011260719,0.106787615,0.022045152,0.0015807102,0
124,0.27610472,0.0477355,0.12305706,0.06727253,0.48583022,0
125,0.92253345,0.02654734,0.012040749,0.030007059,0.008871482,0
126,0.1436867,0.079882056,0.029420072,0.035568457,0.71144277,0
127,0.06851878,0.09819808,0.47268343,0.32147878,0.039121,0
128,0.8962795,0.047589064,0.011128906,0.039842945,0.0051596444,0
129,0.8994323,0.012552013,0.06522693,0.016246213,0.0065425015,0
130,0.92314684,0.031971376,0.010109066,0.030262738,0.0045100003,0
131,0.88845104,0.04629303,0.028694665,0.032748938,0.0038122844,0
132,0.72321784,0.07143443,0.073469274,0.11961535,0.012263126,0
133,0.9040796,0.031132683,0.019166408,0.038397104,0.0072241314,0
