image_idx,cataract,diabetic_retinopathy,glaucoma,normal,retina_disease,real_label
0,0.49205145,0.21477954,0.12465402,0.069139734,0.099375196,0
1,0.113293886,0.3753468,0.24970493,0.029610762,0.2320436,0
2,0.32854524,0.010877837,0.65092003,0.0067784144,0.0028785015,0
3,0.87216246,0.00024094284,0.12228234,0.005262823,5.1496645e-05,0
4,0.03240716,0.002990706,0.83530027,0.12914918,0.0001527356,0
5,0.5693711,0.00035690764,0.41639942,0.013761017,0.000111577196,0
6,0.77305907,0.00084926945,0.21116738,0.0146326395,0.00029162044,0
7,0.79060876,0.07820125,0.03818356,0.08642562,0.0065808455,0
8,0.024652699,0.69239783,0.0825002,0.13973762,0.060711693,0
9,0.24341817,0.00044411785,0.74660003,0.009381992,0.0001556615,0
10,0.09155784,0.32836884,0.40926012,0.03138601,0.13942717,0
11,0.051824797,0.011612939,0.92015773,0.014190832,0.002213688,0
12,0.12047191,0.004414893,0.7864193,0.08778281,0.0009111037,0
13,0.9084711,6.710173e-05,0.08992509,0.001535462,1.215682e-06,0
14,0.2294761,0.037356935,0.27808708,0.44888717,0.00619277,0
15,0.2709412,0.00049645716,0.71023136,0.018105349,0.00022563385,0
16,0.8950384,0.044725567,0.038624756,0.020286506,0.0013247866,0
17,0.17378122,0.18542664,0.13385938,0.49845856,0.008474184,0
18,0.63003474,0.15333739,0.14350246,0.018865885,0.054259546,0
19,0.577741,0.15246895,0.09789547,0.13069852,0.04119607,0
20,0.6043108,0.045195587,0.13119325,0.21338768,0.005912742,0
21,0.49616188,0.12829715,0.1993325,0.16760838,0.008600077,0
22,0.72704273,3.8427206e-05,0.27188095,0.0010364547,1.3659513e-06,0
23,0.13812342,0.003187174,0.8563577,0.0016982533,0.00063351647,0
24,0.56176174,0.06165578,0.22431168,0.14555112,0.0067196274,0
25,0.6252592,2.9189741e-05,0.3733963,0.0013089736,6.3150364e-06,0
26,0.5789555,0.00035508332,0.40855145,0.012085822,5.213599e-05,0
27,0.41863433,0.2447991,0.19712329,0.040935315,0.098507926,0
28,0.19983675,0.012412114,0.7783796,0.006222615,0.0031488382,0
29,0.11287992,0.012554072,0.8622233,0.010099624,0.0022430983,0
30,0.77115643,0.00027642451,0.22535014,0.0031589225,5.8127996e-05,0
31,0.6301482,0.0023909209,0.33243355,0.034256022,0.00077132386,0
32,0.5067851,0.22294912,0.18786857,0.018800056,0.06359716,0
33,0.051416617,0.0016912924,0.8828877,0.06363507,0.00036925566,0
34,0.45672268,0.00026527685,0.53645575,0.00646981,8.6501284e-05,0
35,0.654652,0.051684864,0.122690536,0.16610621,0.0048663393,0
36,0.1476647,0.007945891,0.8397481,0.0033975951,0.0012437477,0
37,0.6433764,7.3709176e-05,0.35368735,0.0028464939,1.6117265e-05,0
38,0.44462484,0.0011242211,0.54038835,0.013563311,0.00029922414,0
39,0.0039355075,0.8640758,0.09483819,0.008052854,0.029097697,0
40,0.3852121,0.010364825,0.5777784,0.025956739,0.00068798853,0
41,0.62692875,0.17194624,0.13166115,0.024530422,0.044933386,0
42,0.8636702,0.00012128905,0.13291483,0.003242841,5.087718e-05,0
43,0.5742623,0.0007541298,0.40707222,0.017272824,0.00063847273,0
44,0.037416484,0.42112103,0.21441892,0.009941652,0.31710193,0
45,0.29676569,0.050231628,0.27465558,0.36898142,0.009365693,0
46,0.2621134,0.27079654,0.2796294,0.034032308,0.15342829,0
47,0.65690833,0.00026281242,0.33655432,0.0061828224,9.17031e-05,0
48,0.051869698,0.0044549233,0.93813527,0.0049305344,0.00060961384,0
49,0.0281802,0.57213515,0.18934731,0.010176969,0.20016034,0
50,0.6976374,3.0481973e-05,0.30115357,0.0011754145,3.2070825e-06,0
51,0.71979505,0.00015342483,0.27660203,0.0033790797,7.0467024e-05,0
52,0.6697465,0.12942368,0.070933536,0.116219796,0.0136764925,0
53,0.24602118,0.3317881,0.27814376,0.04172412,0.102322854,0
54,0.21258049,0.08584938,0.39413166,0.29922667,0.008211734,0
55,0.87192696,2.5952206e-05,0.12736896,0.00067773316,4.0283868e-07,0
56,0.23345622,0.00012960385,0.76060605,0.005786101,2.2033817e-05,0
57,0.119463526,0.38802785,0.2566397,0.02172989,0.21413903,0
58,0.5094059,0.00024964355,0.48327526,0.0069247307,0.00014449077,0
59,0.020131726,0.011537254,0.7622499,0.20556493,0.0005161048,0
60,0.04144765,0.0029311166,0.9530365,0.0020643151,0.00052049366,0
61,0.59532106,0.023559941,0.17314844,0.20430319,0.0036674142,0
62,0.8490003,0.00014205812,0.14733903,0.0034658618,5.280409e-05,0
63,0.5446376,4.126583e-05,0.4534842,0.0018290268,7.889399e-06,0
64,0.31915992,0.38554594,0.20590658,0.039240174,0.050147362,0
65,0.77541846,0.04964499,0.04355482,0.12807815,0.0033035707,0
66,0.45356473,0.00021886406,0.53992814,0.006211522,7.672948e-05,0
67,0.1532349,2.2266619e-05,0.84588987,0.0008519456,1.1113923e-06,0
68,0.036988027,0.553088,0.19960205,0.039371304,0.1709506,0
69,0.0025392438,0.005038733,0.9570341,0.035176285,0.00021169978,0
70,0.84649515,0.00026508464,0.14726993,0.005869924,9.9959725e-05,0
71,0.0072933687,0.06971031,0.46831232,0.45024362,0.0044404143,0
72,0.6988533,0.00010573673,0.29921454,0.001818781,7.6193855e-06,0
73,0.52229804,0.008935167,0.4622766,0.0044700406,0.002020137,0
74,0.837749,0.000267156,0.15767577,0.0042278892,8.0181984e-05,0
75,0.82467824,0.0002726699,0.16887334,0.006069977,0.000105788895,0
76,0.69104445,0.071416445,0.08398856,0.14612669,0.0074238246,0
77,0.8347696,0.00013573407,0.1619043,0.0031568925,3.335437e-05,0
78,0.0018678515,0.91782445,0.06547937,0.011898756,0.0029295753,0
79,0.9154997,0.005265615,0.062028497,0.016645359,0.0005608354,0
80,0.15356243,0.43897265,0.24284872,0.035295554,0.12932062,0
81,0.8499292,0.01245529,0.054094426,0.08251928,0.0010017991,0
82,0.77929854,0.03546584,0.06062547,0.1176468,0.006963418,0
83,0.034265827,0.07739876,0.33802527,0.5406035,0.009706551,0
84,0.6457604,0.00018631338,0.34870782,0.005307785,3.765918e-05,0
85,0.5321615,0.00010338484,0.46618208,0.0015263921,2.666566e-05,0
86,0.09724696,0.082676314,0.46885547,0.34037548,0.010845779,0
87,0.69263935,0.00038367388,0.3000954,0.0068375007,4.407821e-05,0
88,0.2960287,0.10685867,0.14930227,0.43690366,0.010906704,0
89,0.36894783,0.00016612577,0.62439483,0.00644484,4.6327506e-05,0
90,0.13279697,0.00905214,0.8520629,0.0045358716,0.0015521982,0
91,0.4362196,0.049295764,0.23932986,0.2680043,0.0071504274,0
92,0.1785051,0.0011583178,0.7775186,0.042535268,0.00028276,0
93,0.23001008,0.00021209486,0.7643012,0.0054301517,4.6490382e-05,0
94,0.6833101,0.00028132525,0.30399597,0.012338568,7.403459e-05,0
95,0.25318807,0.09859649,0.23175594,0.3996811,0.01677843,0
96,0.020424662,0.01158409,0.782409,0.1850826,0.00049970916,0
97,0.40646404,0.15408655,0.17301214,0.21224403,0.05419326,0
98,0.047757834,0.0017291347,0.88763696,0.06253047,0.0003456312,0
99,0.7848376,3.158844e-05,0.21372144,0.0014067463,2.5649606e-06,0
100,0.5067851,0.22294912,0.18786857,0.018800056,0.06359716,0
101,0.051416617,0.0016912924,0.8828877,0.06363507,0.00036925566,0
102,0.014857975,0.6628235,0.14264938,0.015745103,0.16392401,0
103,0.14854652,0.035162203,0.5361948,0.27692905,0.003167423,0
104,0.06296396,0.009614816,0.799317,0.12793651,0.00016764947,0
105,0.88196504,4.7567206e-05,0.116750695,0.0012182432,1.8481103e-05,0
106,0.02338857,0.001630015,0.9333609,0.041586637,3.388372e-05,0
107,0.6190392,0.24931271,0.08038667,0.01799665,0.033264846,0
108,0.0061528804,0.15236081,0.1455458,0.6882607,0.007679844,0
109,0.62692875,0.17194624,0.13166115,0.024530422,0.044933386,0
110,0.33632636,0.00027896184,0.6589219,0.00437791,9.486062e-05,0
111,0.51863813,0.0073300353,0.46618193,0.005570875,0.0022790174,0
112,0.037416484,0.42112103,0.21441892,0.009941652,0.31710193,0
113,0.29676569,0.050231628,0.27465558,0.36898142,0.009365693,0
114,0.04859371,0.45592037,0.31323662,0.07257896,0.10967034,0
115,0.0910938,0.0058890125,0.8974947,0.004244406,0.0012780803,0
116,0.40006143,0.0002791286,0.5948508,0.0047693956,3.9273735e-05,0
117,0.011021483,0.27045935,0.10489229,0.6080862,0.0055406303,0
118,0.0069788424,0.10406494,0.18054692,0.7061493,0.0022599823,0
119,0.51107895,0.00017689285,0.485586,0.003096311,6.186018e-05,0
120,0.24602118,0.3317881,0.27814376,0.04172412,0.102322854,0
121,0.21258049,0.08584938,0.39413166,0.29922667,0.008211734,0
122,0.030327369,0.6026694,0.18729672,0.015442464,0.16426398,0
123,0.87192696,2.5952206e-05,0.12736896,0.00067773316,4.0283868e-07,0
124,0.094458655,0.43316826,0.3108073,0.06121569,0.10035012,0
125,0.69633615,0.008030774,0.13831894,0.1561084,0.00120575,0
126,0.119463526,0.38802785,0.2566397,0.02172989,0.21413903,0
127,0.0020135764,0.02674912,0.53383374,0.43705517,0.00034839404,0
128,0.86027604,0.012455099,0.058997005,0.06686381,0.0014080198,0
129,0.27583617,0.02251755,0.6905992,0.007677336,0.0033697572,0
130,0.7889337,0.015495573,0.07188162,0.1225654,0.0011237025,0
131,0.7124901,0.00036868043,0.28028598,0.0067842016,7.107921e-05,0
132,0.30649045,0.02107381,0.34595767,0.32434002,0.002138097,0
133,0.8249008,0.0072273137,0.0777297,0.08991686,0.0002253193,0
134,0.77541846,0.04964499,0.04355482,0.12807815,0.0033035707,0
135,0.051766515,0.553872,0.23209839,0.039878014,0.12238507,0
136,0.45356473,0.00021886406,0.53992814,0.006211522,7.672948e-05,0
137,0.17702721,0.3000355,0.25742322,0.03095153,0.23456256,0
138,0.8839464,2.6958089e-05,0.115641795,0.0003842676,5.92775e-07,0
139,0.036988027,0.553088,0.19960205,0.039371304,0.1709506,0
140,0.06329832,0.1393355,0.2797703,0.49987358,0.017722255,0
141,0.78454834,0.0760228,0.053736925,0.08027923,0.005412745,0
142,0.0072933687,0.06971031,0.46831232,0.45024362,0.0044404143,0
143,0.6988533,0.00010573673,0.29921454,0.001818781,7.6193855e-06,0
144,0.52229804,0.008935167,0.4622766,0.0044700406,0.002020137,0
145,0.837749,0.000267156,0.15767577,0.0042278892,8.0181984e-05,0
146,0.82467824,0.0002726699,0.16887334,0.006069977,0.000105788895,0
147,0.69104445,0.071416445,0.08398856,0.14612669,0.0074238246,0
148,0.8347696,0.00013573407,0.1619043,0.0031568925,3.335437e-05,0
149,0.0018678515,0.91782445,0.06547937,0.011898756,0.0029295753,0
150,0.9154997,0.005265615,0.062028497,0.016645359,0.0005608354,0
151,0.15356243,0.43897265,0.24284872,0.035295554,0.12932062,0
152,0.8499292,0.01245529,0.054094426,0.08251928,0.0010017991,0
153,0.77929854,0.03546584,0.06062547,0.1176468,0.006963418,0
154,0.034265827,0.07739876,0.33802527,0.5406035,0.009706551,0
155,0.6457604,0.00018631338,0.34870782,0.005307785,3.765918e-05,0
156,0.5321615,0.00010338484,0.46618208,0.0015263921,2.666566e-05,0
157,0.09724696,0.082676314,0.46885547,0.34037548,0.010845779,0
158,0.69263935,0.00038367388,0.3000954,0.0068375007,4.407821e-05,0
159,0.2960287,0.10685867,0.14930227,0.43690366,0.010906704,0
160,0.36894783,0.00016612577,0.62439483,0.00644484,4.6327506e-05,0
161,0.13279697,0.00905214,0.8520629,0.0045358716,0.0015521982,0
162,0.4362196,0.049295764,0.23932986,0.2680043,0.0071504274,0
163,0.1785051,0.0011583178,0.7775186,0.042535268,0.00028276,0
164,0.23001008,0.00021209486,0.7643012,0.0054301517,4.6490382e-05,0
165,0.6833101,0.00028132525,0.30399597,0.012338568,7.403459e-05,0
166,0.25318807,0.09859649,0.23175594,0.3996811,0.01677843,0
167,0.020424662,0.01158409,0.782409,0.1850826,0.00049970916,0
168,0.40646404,0.15408655,0.17301214,0.21224403,0.05419326,0
169,0.047757834,0.0017291347,0.88763696,0.06253047,0.0003456312,0
170,0.7848376,3.158844e-05,0.21372144,0.0014067463,2.5649606e-06,0
171,0.014857975,0.6628235,0.14264938,0.015745103,0.16392401,0
172,0.14854652,0.035162203,0.5361948,0.27692905,0.003167423,0
173,0.06296396,0.009614816,0.799317,0.12793651,0.00016764947,0
174,0.88196504,4.7567206e-05,0.116750695,0.0012182432,1.8481103e-05,0
175,0.02338857,0.001630015,0.9333609,0.041586637,3.388372e-05,0
176,0.6190392,0.24931271,0.08038667,0.01799665,0.033264846,0
177,0.0061528804,0.15236081,0.1455458,0.6882607,0.007679844,0
178,0.33632636,0.00027896184,0.6589219,0.00437791,9.486062e-05,0
179,0.51863813,0.0073300353,0.46618193,0.005570875,0.0022790174,0
180,0.04859371,0.45592037,0.31323662,0.07257896,0.10967034,0
181,0.0910938,0.0058890125,0.8974947,0.004244406,0.0012780803,0
182,0.40006143,0.0002791286,0.5948508,0.0047693956,3.9273735e-05,0
183,0.011021483,0.27045935,0.10489229,0.6080862,0.0055406303,0
184,0.0069788424,0.10406494,0.18054692,0.7061493,0.0022599823,0
185,0.51107895,0.00017689285,0.485586,0.003096311,6.186018e-05,0
186,0.030327369,0.6026694,0.18729672,0.015442464,0.16426398,0
187,0.094458655,0.43316826,0.3108073,0.06121569,0.10035012,0
188,0.69633615,0.008030774,0.13831894,0.1561084,0.00120575,0
189,0.0020135764,0.02674912,0.53383374,0.43705517,0.00034839404,0
190,0.86027604,0.012455099,0.058997005,0.06686381,0.0014080198,0
191,0.27583617,0.02251755,0.6905992,0.007677336,0.0033697572,0
192,0.7889337,0.015495573,0.07188162,0.1225654,0.0011237025,0
